Objects
100
,,Global Angle cup:cup,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
3338,0,0.003608,-0.004695,-0.002817,-68.400093,9.153063,480.169464
3339,0,0.003714,-0.004491,-0.002867,-68.408493,9.155390,480.166046
3340,0,0.003588,-0.004475,-0.002630,-68.411407,9.152416,480.167389
3341,0,0.003648,-0.004452,-0.002737,-68.408943,9.141560,480.172882
3342,0,0.003704,-0.004509,-0.002857,-68.408813,9.140948,480.170288
3343,0,0.003636,-0.004659,-0.002717,-68.415695,9.143784,480.160339
3344,0,0.003680,-0.004588,-0.002954,-68.422310,9.141751,480.139252
3345,0,0.003701,-0.004548,-0.002901,-68.422844,9.131325,480.147522
3346,0,0.003706,-0.004529,-0.003000,-68.411339,9.135141,480.156769
3347,0,0.003580,-0.004562,-0.002912,-68.410973,9.139214,480.169830
3348,0,0.003776,-0.004500,-0.002785,-68.410088,9.153943,480.166138
3349,0,0.003701,-0.004538,-0.002705,-68.420288,9.143970,480.149323
3350,0,0.003752,-0.004622,-0.002913,-68.417709,9.141972,480.148956
3351,0,0.003737,-0.004618,-0.002742,-68.421799,9.138270,480.169891
3352,0,0.003637,-0.004488,-0.002713,-68.421753,9.142056,480.184021
3353,0,0.003776,-0.004523,-0.002883,-68.422966,9.143304,480.165833
3354,0,0.003723,-0.004531,-0.002889,-68.419525,9.156219,480.143097
3355,0,0.003708,-0.004649,-0.002825,-68.420380,9.156455,480.141907
3356,0,0.003691,-0.004635,-0.002783,-68.424377,9.161194,480.148285
3357,0,0.003688,-0.004556,-0.002685,-68.415062,9.165389,480.160889
3358,0,0.003724,-0.004512,-0.002778,-68.413429,9.150233,480.168976
3359,0,0.003633,-0.004525,-0.002900,-68.415695,9.152474,480.169525
3360,0,0.003807,-0.004493,-0.002743,-68.416245,9.167306,480.168945
3361,0,0.003690,-0.004483,-0.002757,-68.425613,9.167374,480.153046
3362,0,0.003628,-0.004590,-0.002799,-68.416687,9.148368,480.150177
3363,0,0.003559,-0.004567,-0.002751,-68.420547,9.141950,480.149017
3364,0,0.003728,-0.004571,-0.002805,-68.418900,9.162771,480.154694
3365,0,0.003662,-0.004454,-0.002727,-68.417908,9.161694,480.152985
3366,0,0.003749,-0.004493,-0.002688,-68.408913,9.156907,480.140747
3367,0,0.003727,-0.004410,-0.002968,-68.416382,9.153174,480.133575
3368,0,0.003752,-0.004456,-0.002861,-68.414223,9.150152,480.142883
3369,0,0.003614,-0.004587,-0.003096,-68.417198,9.146120,480.156158
3370,0,0.003797,-0.004483,-0.002831,-68.418922,9.152193,480.166748
3371,0,0.003794,-0.004518,-0.002832,-68.420303,9.149055,480.165741
3372,0,0.003812,-0.004449,-0.003107,-68.414688,9.143711,480.152771
3373,0,0.003914,-0.004559,-0.002979,-68.411751,9.150595,480.138123
3374,0,0.003709,-0.004483,-0.002750,-68.415230,9.148887,480.139435
3375,0,0.003707,-0.004517,-0.003040,-68.417404,9.153172,480.157776
3376,0,0.003679,-0.004576,-0.002765,-68.412834,9.144697,480.171265
3377,0,0.003626,-0.004707,-0.002799,-68.412834,9.143638,480.148346
3378,0,0.003674,-0.004543,-0.002845,-68.408440,9.148951,480.129822
3379,0,0.003481,-0.004478,-0.002679,-68.419258,9.141462,480.137085
3380,0,0.003586,-0.004569,-0.002879,-68.419357,9.151892,480.158752
3381,0,0.003721,-0.004496,-0.002805,-68.415634,9.157585,480.149780
3382,0,0.003696,-0.004491,-0.002904,-68.410141,9.144001,480.150665
3383,0,0.003782,-0.004604,-0.002887,-68.409233,9.141893,480.149963
3384,0,0.003714,-0.004601,-0.002642,-68.410431,9.152827,480.151611
3385,0,0.003680,-0.004512,-0.002994,-68.412743,9.161946,480.155396
3386,0,0.003735,-0.004540,-0.002681,-68.411308,9.161504,480.152924
3387,0,0.003726,-0.004611,-0.002826,-68.409897,9.154656,480.150360
3388,0,0.003738,-0.004575,-0.002855,-68.414322,9.160166,480.155945
3389,0,0.003654,-0.004555,-0.002851,-68.416107,9.160552,480.148895
3390,0,0.003584,-0.004428,-0.002851,-68.420723,9.147395,480.143738
3391,0,0.003482,-0.004428,-0.002667,-68.417038,9.141686,480.147614
3392,0,0.003611,-0.004481,-0.002961,-68.424110,9.140919,480.157379
3393,0,0.003774,-0.004384,-0.002716,-68.424812,9.138150,480.176392
3394,0,0.003770,-0.004529,-0.002651,-68.418175,9.136570,480.165466
3395,0,0.003710,-0.004495,-0.002615,-68.426430,9.141903,480.162689
3396,0,0.003549,-0.004596,-0.002739,-68.420456,9.134820,480.154572
3397,0,0.003787,-0.004608,-0.002813,-68.418465,9.147331,480.145874
3398,0,0.003632,-0.004648,-0.002777,-68.421539,9.153475,480.144897
3399,0,0.003578,-0.004546,-0.002576,-68.413719,9.158675,480.143372
3400,0,0.003586,-0.004541,-0.002924,-68.415314,9.145428,480.153931
3401,0,0.003773,-0.004484,-0.002887,-68.408279,9.133359,480.146088
3402,0,0.003665,-0.004601,-0.002899,-68.411079,9.142134,480.144714
3403,0,0.003593,-0.004471,-0.002927,-68.412872,9.149237,480.153992
3404,0,0.003653,-0.004534,-0.002682,-68.416519,9.150566,480.167847
3405,0,0.003652,-0.004507,-0.002786,-68.409676,9.136269,480.156403
3406,0,0.003677,-0.004487,-0.002648,-68.413765,9.140302,480.154419
3407,0,0.003781,-0.004559,-0.002704,-68.410583,9.146114,480.156525
3408,0,0.003742,-0.004594,-0.002656,-68.412079,9.155136,480.154755
3409,0,0.003686,-0.004565,-0.002960,-68.418343,9.156254,480.148834
3410,0,0.003860,-0.004551,-0.002704,-68.422783,9.149042,480.146606
3411,0,0.003801,-0.004634,-0.002854,-68.418701,9.149753,480.139160
3412,0,0.003732,-0.004508,-0.002841,-68.413193,9.158414,480.143433
3413,0,0.003631,-0.004469,-0.002622,-68.415192,9.152561,480.154724
3414,0,0.003589,-0.004430,-0.002582,-68.413918,9.149281,480.149353
3415,0,0.003701,-0.004553,-0.002769,-68.422638,9.159262,480.156342
3416,0,0.003690,-0.004472,-0.002711,-68.430222,9.156960,480.156250
3417,0,0.003788,-0.004615,-0.002738,-68.422562,9.139924,480.158051
3418,0,0.003814,-0.004563,-0.002706,-68.422302,9.146849,480.152802
3419,0,0.003886,-0.004589,-0.002954,-68.426216,9.161219,480.145020
3420,0,0.003663,-0.004658,-0.002557,-68.425232,9.150071,480.138031
3421,0,0.003888,-0.004489,-0.002803,-68.435341,9.152825,480.126068
3422,0,0.003695,-0.004607,-0.002629,-68.429161,9.157179,480.140045
3423,0,0.003698,-0.004476,-0.002521,-68.431007,9.154746,480.156372
3424,0,0.003719,-0.004383,-0.002805,-68.432739,9.148937,480.153839
3425,0,0.003700,-0.004435,-0.002604,-68.426949,9.140656,480.136719
3426,0,0.003643,-0.004487,-0.002884,-68.425873,9.148874,480.140045
3427,0,0.003608,-0.004480,-0.002676,-68.442429,9.147849,480.147461
3428,0,0.003605,-0.004508,-0.002758,-68.438576,9.135557,480.146698
3429,0,0.003671,-0.004473,-0.002688,-68.434494,9.132534,480.139587
3430,0,0.003748,-0.004494,-0.002914,-68.426468,9.129457,480.142609
3431,0,0.003533,-0.004529,-0.002633,-68.427071,9.133079,480.155090
3432,0,0.003648,-0.004467,-0.002631,-68.432968,9.142938,480.150940
3433,0,0.003696,-0.004519,-0.002768,-68.421967,9.124740,480.154053
3434,0,0.003536,-0.004431,-0.002809,-68.423935,9.116047,480.144836
3435,0,0.003703,-0.004531,-0.002835,-68.431068,9.114563,480.148834
3436,0,0.003563,-0.004416,-0.002675,-68.428040,9.144425,480.156708
3437,0,0.003518,-0.004472,-0.002569,-68.427422,9.140494,480.157227
3438,0,0.003543,-0.004481,-0.002794,-68.425064,9.129953,480.151123
3439,0,0.003642,-0.004528,-0.002828,-68.427933,9.134778,480.149475
3440,0,0.003615,-0.004374,-0.002844,-68.430328,9.141234,480.160034
3441,0,0.003653,-0.004448,-0.002596,-68.419609,9.150966,480.178162
3442,0,0.003661,-0.004446,-0.002627,-68.411743,9.143784,480.175751
3443,0,0.003750,-0.004457,-0.002632,-68.414017,9.139525,480.170563
3444,0,0.003637,-0.004569,-0.002742,-68.416199,9.142764,480.159943
3445,0,0.003707,-0.004594,-0.002780,-68.414810,9.149999,480.153473
3446,0,0.003755,-0.004608,-0.002588,-68.411621,9.159930,480.166077
3447,0,0.003578,-0.004490,-0.002643,-68.409477,9.144912,480.183502
3448,0,0.003684,-0.004522,-0.002736,-68.401627,9.146166,480.179901
3449,0,0.003775,-0.004618,-0.002838,-68.400017,9.141429,480.155670
3450,0,0.003651,-0.004552,-0.002581,-68.399307,9.160475,480.143280
3451,0,0.003655,-0.004460,-0.002776,-68.407196,9.166290,480.158417
3452,0,0.003767,-0.004532,-0.002759,-68.400818,9.163185,480.172241
3453,0,0.003716,-0.004593,-0.002719,-68.402176,9.157168,480.163147
3454,0,0.003788,-0.004587,-0.002848,-68.401337,9.161048,480.157837
3455,0,0.003780,-0.004624,-0.002659,-68.409515,9.167487,480.147095
3456,0,0.003701,-0.004664,-0.002527,-68.404068,9.179685,480.151611
3457,0,0.003651,-0.004472,-0.002665,-68.408401,9.165648,480.161499
3458,0,0.003677,-0.004506,-0.002862,-68.397614,9.160131,480.165741
3459,0,0.003733,-0.004624,-0.002861,-68.394325,9.163448,480.154327
3460,0,0.003799,-0.004550,-0.002829,-68.399757,9.169081,480.155640
3461,0,0.003866,-0.004570,-0.002941,-68.403595,9.175877,480.161316
3462,0,0.003742,-0.004578,-0.002920,-68.403618,9.155391,480.161926
3463,0,0.003710,-0.004613,-0.002938,-68.402794,9.138068,480.161407
3464,0,0.003703,-0.004645,-0.002832,-68.409859,9.149502,480.181854
3465,0,0.003679,-0.004606,-0.002904,-68.408264,9.144174,480.171387
3466,0,0.003707,-0.004506,-0.002609,-68.413414,9.159772,480.158783
3467,0,0.003774,-0.004585,-0.002794,-68.402573,9.162820,480.158020
3468,0,0.003721,-0.004684,-0.002959,-68.397842,9.148897,480.169250
3469,0,0.003552,-0.004609,-0.002767,-68.399628,9.150937,480.177826
3470,0,0.003635,-0.004599,-0.002745,-68.404846,9.159801,480.185638
3471,0,0.003589,-0.004466,-0.002728,-68.405113,9.156922,480.174652
3472,0,0.003735,-0.004598,-0.002951,-68.400322,9.145950,480.164215
3473,0,0.003668,-0.004625,-0.002596,-68.395538,9.145305,480.156281
3474,0,0.003653,-0.004617,-0.002842,-68.405479,9.148617,480.167908
3475,0,0.003626,-0.004668,-0.002835,-68.411491,9.154064,480.172211
3476,0,0.003738,-0.004636,-0.002808,-68.411171,9.161382,480.160767
3477,0,0.003705,-0.004560,-0.002752,-68.396957,9.146282,480.155182
3478,0,0.003756,-0.004573,-0.002900,-68.394661,9.139071,480.172394
3479,0,0.003800,-0.004593,-0.002622,-68.400795,9.147326,480.180420
3480,0,0.003658,-0.004671,-0.002930,-68.409012,9.160649,480.183716
3481,0,0.003624,-0.004703,-0.002806,-68.409279,9.161883,480.169800
3482,0,0.003470,-0.004667,-0.002778,-68.406898,9.146664,480.148499
3483,0,0.003811,-0.004643,-0.002792,-68.408127,9.174840,480.156281
3484,0,0.002987,-0.004852,-0.000618,-68.333145,9.228946,480.227783
3485,0,0.002932,-0.004938,-0.000688,-68.333794,9.215214,480.239258
3486,0,0.003614,-0.004697,-0.002947,-68.419243,9.152521,480.165314
3487,0,0.003587,-0.004550,-0.002732,-68.429131,9.159869,480.154633
3488,0,0.003664,-0.004425,-0.002699,-68.424797,9.165518,480.150757
3489,0,0.003647,-0.004529,-0.002589,-68.415573,9.153661,480.160980
3490,0,0.003746,-0.004577,-0.002759,-68.415268,9.155675,480.164795
3491,0,0.003650,-0.004530,-0.002833,-68.427223,9.149843,480.162415
3492,0,0.003746,-0.004635,-0.002974,-68.428848,9.137195,480.158356
3493,0,0.003692,-0.004555,-0.002846,-68.428490,9.148327,480.147919
3494,0,0.003726,-0.004578,-0.002674,-68.420959,9.157900,480.150726
3495,0,0.003721,-0.004508,-0.002831,-68.428123,9.163664,480.159302
3496,0,0.003719,-0.004521,-0.002871,-68.419983,9.148920,480.153778
3497,0,0.003700,-0.004429,-0.002797,-68.417976,9.149597,480.146606
3498,0,0.003658,-0.004563,-0.002811,-68.421844,9.159213,480.156708
3499,0,0.003684,-0.004455,-0.002741,-68.425430,9.161100,480.155212
3500,0,0.003738,-0.004533,-0.002705,-68.416382,9.158031,480.152344
3501,0,0.003720,-0.004559,-0.002997,-68.421791,9.144143,480.154297
3502,0,0.003755,-0.004575,-0.002639,-68.425308,9.140485,480.157227
3503,0,0.003710,-0.004488,-0.002964,-68.431290,9.155772,480.155731
3504,0,0.003671,-0.004575,-0.002699,-68.424599,9.156315,480.142761
3505,0,0.003567,-0.004526,-0.002763,-68.426216,9.154873,480.128601
3506,0,0.003708,-0.004611,-0.002919,-68.415390,9.141257,480.139709
3507,0,0.003663,-0.004507,-0.002858,-68.421112,9.140305,480.163727
3508,0,0.003740,-0.004553,-0.002789,-68.421768,9.143815,480.169983
3509,0,0.003561,-0.004562,-0.002787,-68.414421,9.141099,480.161530
3510,0,0.003695,-0.004638,-0.002757,-68.421036,9.138962,480.140656
3511,0,0.003686,-0.004661,-0.002823,-68.422363,9.163239,480.145660
3512,0,0.003710,-0.004534,-0.002726,-68.429955,9.153156,480.166016
3513,0,0.003617,-0.004467,-0.002763,-68.422256,9.139550,480.168182
3514,0,0.003742,-0.004574,-0.002643,-68.414253,9.140676,480.151489
3515,0,0.003733,-0.004626,-0.002664,-68.409103,9.154512,480.145477
3516,0,0.003624,-0.004525,-0.002652,-68.413620,9.156738,480.152527
3517,0,0.003782,-0.004483,-0.003019,-68.416237,9.156804,480.161591
3518,0,0.003746,-0.004564,-0.002900,-68.413620,9.153148,480.166931
3519,0,0.003616,-0.004567,-0.002882,-68.420944,9.138834,480.162170
3520,0,0.003731,-0.004577,-0.002790,-68.421272,9.156524,480.144623
3521,0,0.003808,-0.004677,-0.002759,-68.414871,9.164909,480.145111
3522,0,0.003685,-0.004604,-0.002631,-68.419395,9.146876,480.155701
3523,0,0.003658,-0.004576,-0.002649,-68.422310,9.148973,480.153839
3524,0,0.003620,-0.004566,-0.002867,-68.421249,9.160184,480.128937
3525,0,0.003852,-0.004571,-0.002796,-68.424149,9.162339,480.154938
3526,0,0.003839,-0.004612,-0.002706,-68.425529,9.148637,480.167755
3527,0,0.003504,-0.004491,-0.002813,-68.434807,9.158258,480.149048
3528,0,0.003619,-0.004517,-0.002672,-68.421684,9.156965,480.112457
3529,0,0.003770,-0.004448,-0.002999,-68.412697,9.153708,480.122406
3530,0,0.003831,-0.004501,-0.002843,-68.418991,9.159506,480.164337
3531,0,0.003648,-0.004512,-0.002595,-68.426521,9.160643,480.166809
3532,0,0.003653,-0.004652,-0.002915,-68.422867,9.141870,480.144928
3533,0,0.003720,-0.004629,-0.003211,-68.422203,9.138133,480.137421
3534,0,0.003666,-0.004494,-0.002678,-68.429871,9.148553,480.139862
3535,0,0.003682,-0.004550,-0.002789,-68.424690,9.165958,480.159973
3536,0,0.003685,-0.004539,-0.002877,-68.421852,9.166412,480.166748
3537,0,0.003855,-0.004531,-0.003125,-68.422028,9.142721,480.152954
3538,0,0.003660,-0.004572,-0.002847,-68.427330,9.143265,480.137512
3539,0,0.003608,-0.004423,-0.002866,-68.436981,9.175316,480.138550
3540,0,0.003754,-0.004499,-0.003035,-68.425087,9.171286,480.141663
3541,0,0.003712,-0.004648,-0.002999,-68.420074,9.139453,480.141418
3542,0,0.003799,-0.004618,-0.003124,-68.429955,9.141443,480.161530
3543,0,0.003798,-0.004755,-0.003045,-68.434387,9.144465,480.166382
3544,0,0.003586,-0.004498,-0.002964,-68.435944,9.161495,480.159607
3545,0,0.003586,-0.004597,-0.002607,-68.423347,9.167793,480.155670
3546,0,0.003833,-0.004606,-0.003186,-68.416725,9.163271,480.150177
3547,0,0.003794,-0.004637,-0.003021,-68.428673,9.133146,480.166016
3548,0,0.003755,-0.004548,-0.002891,-68.431854,9.143001,480.169403
3549,0,0.003443,-0.004567,-0.002691,-68.433762,9.149112,480.171600
3550,0,0.003550,-0.004552,-0.002931,-68.430214,9.141359,480.153625
3551,0,0.003645,-0.004527,-0.002997,-68.419846,9.132820,480.136078
3552,0,0.003741,-0.004552,-0.002866,-68.423256,9.151189,480.138336
3553,0,0.003720,-0.004555,-0.002727,-68.420700,9.172299,480.163330
3554,0,0.003586,-0.004487,-0.002871,-68.424271,9.150675,480.178101
3555,0,0.003557,-0.004563,-0.002751,-68.418953,9.135227,480.164795
3556,0,0.003700,-0.004600,-0.002922,-68.415878,9.147583,480.132446
3557,0,0.003751,-0.004635,-0.002848,-68.420998,9.156161,480.136414
3558,0,0.003710,-0.004577,-0.002848,-68.428757,9.151806,480.167267
3559,0,0.003607,-0.004540,-0.002902,-68.427177,9.143988,480.185089
3560,0,0.003568,-0.004664,-0.002735,-68.424110,9.135035,480.169037
3561,0,0.003631,-0.004558,-0.002809,-68.428314,9.144360,480.137329
3562,0,0.003767,-0.004547,-0.002814,-68.429260,9.155070,480.129211
3563,0,0.003558,-0.004526,-0.002711,-68.416672,9.165234,480.149963
3564,0,0.003619,-0.004581,-0.002815,-68.418663,9.132208,480.163910
3565,0,0.003850,-0.004552,-0.002885,-68.423454,9.116623,480.166626
3566,0,0.003745,-0.004678,-0.002799,-68.426369,9.133107,480.159882
3567,0,0.003576,-0.004555,-0.002865,-68.428566,9.148367,480.155823
3568,0,0.003722,-0.004582,-0.002806,-68.420776,9.160419,480.151276
3569,0,0.003788,-0.004534,-0.002787,-68.425621,9.144474,480.146606
3570,0,0.003738,-0.004546,-0.002668,-68.428192,9.144364,480.159058
3571,0,0.003804,-0.004690,-0.002887,-68.426956,9.134619,480.165100
3572,0,0.003555,-0.004640,-0.003035,-68.428635,9.145689,480.164948
3573,0,0.003689,-0.004567,-0.003012,-68.428490,9.147861,480.160156
3574,0,0.003727,-0.004621,-0.002806,-68.418777,9.136322,480.160431
3575,0,0.003745,-0.004585,-0.002794,-68.414566,9.129271,480.163605
3576,0,0.003614,-0.004721,-0.002995,-68.422234,9.145048,480.162628
3577,0,0.003708,-0.004593,-0.003021,-68.420868,9.149715,480.160187
3578,0,0.003773,-0.004618,-0.002804,-68.419502,9.159085,480.156799
3579,0,0.003951,-0.004547,-0.003072,-68.415001,9.164608,480.160736
3580,0,0.003679,-0.004533,-0.003052,-68.411514,9.140832,480.156372
3581,0,0.003822,-0.004781,-0.003163,-68.408432,9.116998,480.162994
3582,0,0.003817,-0.004741,-0.003150,-68.412766,9.127481,480.177856
3583,0,0.003625,-0.004487,-0.003014,-68.426079,9.149172,480.183136
3584,0,0.003555,-0.004433,-0.002755,-68.423492,9.167222,480.154816
3585,0,0.003723,-0.004396,-0.002555,-68.418045,9.158686,480.115692
3586,0,0.003720,-0.004456,-0.002779,-68.422455,9.162858,480.122986
3587,0,0.003723,-0.004517,-0.002804,-68.422028,9.150614,480.164886
3588,0,0.003737,-0.004708,-0.002979,-68.428802,9.132139,480.189972
3589,0,0.003819,-0.004704,-0.003223,-68.426628,9.119369,480.155731
3590,0,0.003724,-0.004659,-0.003052,-68.414528,9.125286,480.126160
3591,0,0.003731,-0.004495,-0.002807,-68.408836,9.152749,480.155548
3592,0,0.003813,-0.004378,-0.002974,-68.415474,9.168165,480.178894
3593,0,0.003805,-0.004752,-0.002967,-68.416809,9.161819,480.162750
3594,0,0.003716,-0.004616,-0.002743,-68.423691,9.138673,480.132324
3595,0,0.003785,-0.004611,-0.002988,-68.428215,9.135668,480.142426
3596,0,0.003766,-0.004602,-0.002986,-68.428284,9.148789,480.177185
3597,0,0.003686,-0.004500,-0.002946,-68.419701,9.154509,480.184570
3598,0,0.003564,-0.004582,-0.002769,-68.412849,9.135277,480.159149
3599,0,0.003503,-0.004544,-0.002983,-68.422783,9.120674,480.149750
3600,0,0.003780,-0.004693,-0.003069,-68.421417,9.145089,480.166626
3601,0,0.003746,-0.004498,-0.002716,-68.428116,9.174534,480.170959
3602,0,0.003747,-0.004411,-0.002572,-68.422966,9.161392,480.150574
3603,0,0.003726,-0.004669,-0.002918,-68.413788,9.132930,480.146118
3604,0,0.003792,-0.004641,-0.003288,-68.419075,9.109418,480.176086
3605,0,0.003698,-0.004738,-0.002954,-68.429077,9.135737,480.189819
3606,0,0.003458,-0.004459,-0.002569,-68.437141,9.166124,480.164429
3607,0,0.003665,-0.004521,-0.002975,-68.418465,9.162299,480.143677
3608,0,0.003819,-0.004557,-0.003192,-68.405067,9.120781,480.153961
3609,0,0.003962,-0.004727,-0.003154,-68.407501,9.123333,480.180389
3610,0,0.003780,-0.004714,-0.003013,-68.430420,9.167211,480.177582
3611,0,0.003449,-0.004582,-0.002611,-68.433533,9.171298,480.172760
3612,0,0.003547,-0.004587,-0.002820,-68.419701,9.131649,480.169250
3613,0,0.003815,-0.004533,-0.003183,-68.422516,9.116477,480.159851
3614,0,0.003660,-0.004583,-0.002856,-68.430305,9.153480,480.152039
3615,0,0.003527,-0.004512,-0.002709,-68.433060,9.172229,480.162598
3616,0,0.003482,-0.004625,-0.002769,-68.422417,9.147078,480.187622
3617,0,0.003671,-0.004611,-0.003151,-68.413536,9.117541,480.181305
3618,0,0.003618,-0.004667,-0.002881,-68.413216,9.122785,480.152039
3619,0,0.003659,-0.004496,-0.003014,-68.423836,9.154932,480.145264
3620,0,0.003676,-0.004580,-0.002942,-68.423920,9.154783,480.173309
3621,0,0.003720,-0.004634,-0.003094,-68.420044,9.115353,480.193268
3622,0,0.003610,-0.004688,-0.002744,-68.408127,9.113008,480.181152
3623,0,0.003541,-0.004531,-0.002609,-68.423592,9.135906,480.152771
3624,0,0.003528,-0.004491,-0.002674,-68.422333,9.163130,480.155731
3625,0,0.003696,-0.004633,-0.002878,-68.417198,9.151959,480.162933
3626,0,0.003669,-0.004797,-0.003044,-68.417030,9.134204,480.161835
3627,0,0.003688,-0.004675,-0.002778,-68.430382,9.133421,480.157104
3628,0,0.003527,-0.004647,-0.002925,-68.423759,9.139055,480.171753
3629,0,0.003476,-0.004580,-0.002750,-68.410652,9.143191,480.170959
3630,0,0.003559,-0.004508,-0.002724,-68.413445,9.161584,480.142548
3631,0,0.003693,-0.004320,-0.002590,-68.419838,9.178139,480.128540
3632,0,0.003546,-0.004547,-0.002533,-68.411507,9.151523,480.144958
3633,0,0.003746,-0.004561,-0.002752,-68.416603,9.138052,480.179291
3634,0,0.003726,-0.004630,-0.003079,-68.421837,9.143793,480.184906
3635,0,0.003566,-0.004509,-0.002717,-68.432526,9.161107,480.150909
3636,0,0.003577,-0.004564,-0.002708,-68.427185,9.154769,480.135559
3637,0,0.003579,-0.004626,-0.002845,-68.419350,9.132604,480.149719
3638,0,0.003608,-0.004544,-0.002952,-68.414513,9.125813,480.173553
3639,0,0.003522,-0.004564,-0.002808,-68.417938,9.140626,480.178802
3640,0,0.003652,-0.004510,-0.002727,-68.426590,9.159994,480.169098
3641,0,0.003619,-0.004647,-0.002613,-68.410591,9.155647,480.156219
3642,0,0.003661,-0.004566,-0.002975,-68.413254,9.137631,480.164856
3643,0,0.003624,-0.004668,-0.002792,-68.420464,9.141665,480.169159
3644,0,0.003656,-0.004661,-0.002747,-68.428040,9.155404,480.168304
3645,0,0.003652,-0.004569,-0.002708,-68.427010,9.160070,480.167236
3646,0,0.003547,-0.004655,-0.002609,-68.412712,9.143607,480.164764
3647,0,0.003617,-0.004626,-0.002609,-68.414558,9.155035,480.148834
3648,0,0.003735,-0.004537,-0.002517,-68.411507,9.165812,480.135132
3649,0,0.003598,-0.004392,-0.002474,-68.416550,9.168228,480.152496
3650,0,0.003711,-0.004686,-0.002721,-68.418465,9.149364,480.178131
3651,0,0.003631,-0.004639,-0.002851,-68.433586,9.148324,480.172699
3652,0,0.003644,-0.004586,-0.002712,-68.417679,9.141684,480.139008
3653,0,0.003656,-0.004388,-0.002633,-68.417328,9.151400,480.130981
3654,0,0.003716,-0.004545,-0.002742,-68.419823,9.160160,480.160675
3655,0,0.003600,-0.004545,-0.002830,-68.422592,9.154233,480.171906
3656,0,0.003568,-0.004602,-0.002810,-68.408333,9.124474,480.148499
3657,0,0.003885,-0.004750,-0.003028,-68.393707,9.116758,480.153748
3658,0,0.003840,-0.004689,-0.003070,-68.404724,9.146366,480.179657
3659,0,0.003729,-0.004681,-0.002854,-68.412613,9.153836,480.185547
3660,0,0.003714,-0.004607,-0.002824,-68.398796,9.149239,480.147400
3661,0,0.003805,-0.004651,-0.002755,-68.398331,9.141203,480.132538
3662,0,0.003691,-0.004652,-0.002850,-68.403694,9.137313,480.164001
3663,0,0.003856,-0.004633,-0.002760,-68.412102,9.168308,480.190918
3664,0,0.003573,-0.004533,-0.002638,-68.420059,9.167652,480.169586
3665,0,0.003486,-0.004619,-0.002688,-68.414566,9.143969,480.141602
3666,0,0.003825,-0.004613,-0.002912,-68.410294,9.134307,480.151276
3667,0,0.003720,-0.004699,-0.002861,-68.413574,9.150505,480.179474
3668,0,0.003678,-0.004562,-0.002609,-68.418976,9.170709,480.178406
3669,0,0.003595,-0.004519,-0.002789,-68.408836,9.145784,480.174774
3670,0,0.003604,-0.004738,-0.002854,-68.401802,9.117337,480.164185
3671,0,0.003740,-0.004612,-0.002952,-68.423233,9.133518,480.165222
3672,0,0.003829,-0.004564,-0.002787,-68.425690,9.161645,480.151001
3673,0,0.003466,-0.004522,-0.002605,-68.419312,9.155569,480.161438
3674,0,0.003649,-0.004626,-0.003029,-68.416161,9.140123,480.171509
3675,0,0.003583,-0.004636,-0.002788,-68.414024,9.132584,480.168762
3676,0,0.003701,-0.004623,-0.002669,-68.422981,9.163894,480.150116
3677,0,0.003774,-0.004515,-0.002542,-68.426422,9.179483,480.153137
3678,0,0.003612,-0.004568,-0.002582,-68.411308,9.155683,480.178467
3679,0,0.003655,-0.004655,-0.002770,-68.411514,9.121879,480.180969
3680,0,0.003665,-0.004795,-0.002734,-68.413391,9.131066,480.164093
3681,0,0.003655,-0.004630,-0.002660,-68.419762,9.170466,480.146179
3682,0,0.003584,-0.004509,-0.002601,-68.417915,9.171491,480.158203
3683,0,0.003615,-0.004420,-0.002815,-68.420135,9.137365,480.166473
3684,0,0.003764,-0.004623,-0.002943,-68.405083,9.138210,480.158203
3685,0,0.003710,-0.004603,-0.002802,-68.412445,9.156610,480.148773
3686,0,0.003523,-0.004645,-0.002699,-68.414536,9.158331,480.165619
3687,0,0.003536,-0.004611,-0.002944,-68.418724,9.154746,480.165283
3688,0,0.003688,-0.004569,-0.002750,-68.414658,9.136308,480.143860
3689,0,0.003667,-0.004547,-0.002560,-68.414780,9.132940,480.147156
3690,0,0.003481,-0.004542,-0.002738,-68.417816,9.138877,480.183136
3691,0,0.003538,-0.004713,-0.002890,-68.419327,9.134009,480.195984
3692,0,0.003585,-0.004605,-0.002698,-68.420311,9.139277,480.171783
3693,0,0.003781,-0.004509,-0.002569,-68.426834,9.158161,480.158295
3694,0,0.003690,-0.004567,-0.002774,-68.421097,9.161007,480.164917
3695,0,0.003784,-0.004609,-0.002794,-68.412163,9.144474,480.172974
3696,0,0.003570,-0.004582,-0.002805,-68.417053,9.140188,480.176971
3697,0,0.003691,-0.004730,-0.002782,-68.416748,9.142353,480.161774
3698,0,0.003554,-0.004592,-0.002744,-68.424896,9.161621,480.151398
3699,0,0.003554,-0.004482,-0.002695,-68.419983,9.157551,480.150665
3700,0,0.003857,-0.004640,-0.002760,-68.410652,9.145294,480.169556
3701,0,0.003611,-0.004611,-0.002785,-68.418304,9.144546,480.184418
3702,0,0.003753,-0.004776,-0.002703,-68.420692,9.152078,480.180756
3703,0,0.003721,-0.004626,-0.002766,-68.426598,9.146385,480.170441
