Objects
100
,,Global Angle cup:cup,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1467,0,0.003666,-0.004499,-0.003013,-68.407547,9.143690,480.156616
1468,0,0.003642,-0.004454,-0.002944,-68.416092,9.151135,480.151459
1469,0,0.003551,-0.004461,-0.002895,-68.420219,9.142897,480.148407
1470,0,0.003744,-0.004462,-0.002848,-68.414452,9.153304,480.154022
1471,0,0.003605,-0.004451,-0.002898,-68.423210,9.137360,480.157410
1472,0,0.003727,-0.004550,-0.002866,-68.412056,9.145755,480.161377
1473,0,0.003605,-0.004564,-0.002857,-68.417313,9.141392,480.159332
1474,0,0.003558,-0.004488,-0.002985,-68.413330,9.155906,480.139282
1475,0,0.003803,-0.004411,-0.003186,-68.407570,9.139657,480.144714
1476,0,0.003748,-0.004502,-0.003255,-68.398491,9.134090,480.157745
1477,0,0.003704,-0.004507,-0.003084,-68.400574,9.136234,480.177551
1478,0,0.003836,-0.004506,-0.003187,-68.409462,9.147803,480.176483
1479,0,0.003750,-0.004445,-0.003082,-68.413193,9.145916,480.151581
1480,0,0.003666,-0.004478,-0.002867,-68.410660,9.133559,480.142792
1481,0,0.003730,-0.004531,-0.002726,-68.419769,9.149570,480.146301
1482,0,0.003564,-0.004437,-0.002984,-68.419258,9.155775,480.161865
1483,0,0.003712,-0.004395,-0.002889,-68.422302,9.154206,480.166595
1484,0,0.003802,-0.004475,-0.002720,-68.429405,9.152908,480.150421
1485,0,0.003647,-0.004439,-0.002948,-68.424774,9.147439,480.159180
1486,0,0.003746,-0.004540,-0.003045,-68.421303,9.147769,480.160492
1487,0,0.003588,-0.004491,-0.002923,-68.417130,9.140460,480.159363
1488,0,0.003679,-0.004561,-0.002974,-68.419579,9.144458,480.167358
1489,0,0.003767,-0.004511,-0.003031,-68.421295,9.143628,480.164215
1490,0,0.003682,-0.004505,-0.002803,-68.416504,9.140142,480.166412
1491,0,0.003781,-0.004472,-0.002797,-68.412056,9.145410,480.160248
1492,0,0.003790,-0.004432,-0.002964,-68.415642,9.158383,480.164978
1493,0,0.003666,-0.004479,-0.002835,-68.417496,9.147312,480.168030
1494,0,0.003708,-0.004529,-0.002851,-68.418831,9.148657,480.162323
1495,0,0.003684,-0.004645,-0.002998,-68.416191,9.150281,480.167450
1496,0,0.003686,-0.004643,-0.002948,-68.413696,9.156766,480.174377
1497,0,0.003561,-0.004512,-0.002825,-68.411415,9.150881,480.164581
1498,0,0.003787,-0.004466,-0.002946,-68.417915,9.157966,480.157257
1499,0,0.003629,-0.004403,-0.002654,-68.421860,9.145184,480.151733
1500,0,0.003657,-0.004556,-0.002837,-68.415482,9.143185,480.154449
1501,0,0.003749,-0.004431,-0.002896,-68.421684,9.147529,480.170441
1502,0,0.003630,-0.004647,-0.002999,-68.423935,9.134607,480.178680
1503,0,0.003740,-0.004499,-0.002865,-68.421440,9.139485,480.175446
1504,0,0.003825,-0.004432,-0.002957,-68.430054,9.146391,480.156952
1505,0,0.003686,-0.004495,-0.002884,-68.424812,9.153250,480.150787
1506,0,0.003570,-0.004421,-0.002834,-68.426544,9.159167,480.165466
1507,0,0.003707,-0.004511,-0.002792,-68.423347,9.142779,480.164307
1508,0,0.003618,-0.004532,-0.002771,-68.412064,9.141064,480.163025
1509,0,0.003678,-0.004401,-0.002941,-68.414162,9.142974,480.163086
1510,0,0.003629,-0.004277,-0.002708,-68.413521,9.147072,480.161438
1511,0,0.003659,-0.004444,-0.003066,-68.413216,9.153096,480.159729
1512,0,0.003754,-0.004486,-0.002941,-68.421158,9.144633,480.163177
1513,0,0.003647,-0.004449,-0.002949,-68.424393,9.139816,480.166840
1514,0,0.003602,-0.004400,-0.003042,-68.432587,9.140421,480.168549
1515,0,0.003608,-0.004463,-0.002844,-68.428009,9.141844,480.162354
1516,0,0.003708,-0.004391,-0.002853,-68.425827,9.152253,480.167816
1517,0,0.003617,-0.004337,-0.002873,-68.417114,9.143380,480.165222
1518,0,0.003624,-0.004478,-0.002816,-68.410782,9.131699,480.166107
1519,0,0.003739,-0.004463,-0.003194,-68.413536,9.138330,480.169006
1520,0,0.003666,-0.004526,-0.002985,-68.406364,9.144275,480.175446
1521,0,0.003622,-0.004423,-0.002703,-68.412064,9.150382,480.173340
1522,0,0.003678,-0.004432,-0.003072,-68.407410,9.161518,480.160461
1523,0,0.003667,-0.004469,-0.002993,-68.404625,9.155190,480.159149
1524,0,0.003651,-0.004453,-0.002860,-68.411392,9.155519,480.162354
1525,0,0.003705,-0.004468,-0.002990,-68.421181,9.173059,480.165466
1526,0,0.003644,-0.004447,-0.002816,-68.418221,9.157195,480.163696
1527,0,0.003764,-0.004417,-0.002690,-68.409599,9.150887,480.170105
1528,0,0.003660,-0.004373,-0.002832,-68.415703,9.139170,480.169006
1529,0,0.003775,-0.004543,-0.002815,-68.414612,9.156659,480.172272
1530,0,0.003646,-0.004493,-0.002897,-68.416901,9.148951,480.175049
1531,0,0.003565,-0.004513,-0.002824,-68.416359,9.143360,480.173187
1532,0,0.003671,-0.004540,-0.002868,-68.414841,9.136602,480.182404
1533,0,0.003650,-0.004515,-0.002922,-68.414764,9.146458,480.172363
1534,0,0.003761,-0.004441,-0.002832,-68.416985,9.152759,480.163544
1535,0,0.003603,-0.004392,-0.002861,-68.420456,9.143011,480.156982
1536,0,0.003658,-0.004554,-0.002844,-68.414154,9.153688,480.169586
1537,0,0.003646,-0.004544,-0.002872,-68.419189,9.142264,480.177917
1538,0,0.003593,-0.004540,-0.003024,-68.425026,9.137471,480.176880
1539,0,0.003680,-0.004618,-0.002982,-68.415932,9.144468,480.161804
1540,0,0.003638,-0.004565,-0.003072,-68.417145,9.155868,480.165588
1541,0,0.003447,-0.004501,-0.002910,-68.406311,9.143288,480.169312
1542,0,0.003545,-0.004379,-0.002758,-68.418472,9.146167,480.170837
1543,0,0.003561,-0.004544,-0.002799,-68.413559,9.137233,480.164856
1544,0,0.003568,-0.004581,-0.002764,-68.410179,9.141042,480.175293
1545,0,0.003692,-0.004640,-0.002772,-68.422943,9.147336,480.175446
1546,0,0.003748,-0.004545,-0.002864,-68.431961,9.159286,480.167175
1547,0,0.003628,-0.004479,-0.002920,-68.422745,9.148301,480.168274
1548,0,0.003593,-0.004453,-0.002972,-68.432091,9.145967,480.165009
1549,0,0.003656,-0.004528,-0.003047,-68.432175,9.150934,480.160431
1550,0,0.003618,-0.004531,-0.002836,-68.428535,9.149269,480.156708
1551,0,0.003592,-0.004449,-0.002892,-68.422684,9.135537,480.150238
1552,0,0.003570,-0.004418,-0.002799,-68.421951,9.130583,480.157898
1553,0,0.003555,-0.004388,-0.002802,-68.422455,9.144487,480.161926
1554,0,0.003532,-0.004369,-0.002837,-68.426964,9.154077,480.163391
1555,0,0.003692,-0.004419,-0.002934,-68.434647,9.136604,480.146576
1556,0,0.003723,-0.004473,-0.002766,-68.436279,9.148663,480.142212
1557,0,0.003694,-0.004518,-0.002869,-68.441177,9.145240,480.155640
1558,0,0.003538,-0.004474,-0.002778,-68.438934,9.142453,480.166748
1559,0,0.003496,-0.004567,-0.002943,-68.431755,9.141197,480.166199
1560,0,0.003546,-0.004587,-0.002793,-68.428017,9.143092,480.149017
1561,0,0.003632,-0.004538,-0.002768,-68.422333,9.144603,480.155518
1562,0,0.003603,-0.004624,-0.002943,-68.413185,9.144018,480.161346
1563,0,0.003638,-0.004487,-0.002965,-68.412117,9.146908,480.171051
1564,0,0.003659,-0.004588,-0.002680,-68.415001,9.143200,480.171112
1565,0,0.003593,-0.004506,-0.002955,-68.407104,9.146152,480.173187
1566,0,0.003611,-0.004595,-0.002954,-68.419075,9.142247,480.158813
1567,0,0.003565,-0.004624,-0.002971,-68.422012,9.152612,480.150726
1568,0,0.003752,-0.004541,-0.002905,-68.429825,9.138609,480.150330
1569,0,0.003555,-0.004641,-0.002856,-68.436356,9.146110,480.164032
1570,0,0.003661,-0.004516,-0.002985,-68.430458,9.140985,480.162506
1571,0,0.003559,-0.004463,-0.003035,-68.415054,9.140250,480.160889
1572,0,0.003708,-0.004444,-0.002851,-68.422493,9.140227,480.158020
1573,0,0.003721,-0.004497,-0.002771,-68.425133,9.148326,480.156860
1574,0,0.003656,-0.004414,-0.002770,-68.430878,9.140469,480.165253
1575,0,0.003630,-0.004325,-0.002675,-68.424835,9.125108,480.167664
1576,0,0.003737,-0.004536,-0.002737,-68.418266,9.141509,480.167267
1577,0,0.003949,-0.004567,-0.003121,-68.427948,9.154462,480.158875
1578,0,0.003696,-0.004545,-0.003098,-68.423477,9.145122,480.154663
1579,0,0.003548,-0.004527,-0.002926,-68.421501,9.148121,480.150482
1580,0,0.003690,-0.004464,-0.002959,-68.421242,9.148127,480.146820
1581,0,0.003552,-0.004302,-0.002775,-68.418030,9.144553,480.169342
1582,0,0.003631,-0.004373,-0.002910,-68.420166,9.146255,480.160431
1583,0,0.003737,-0.004507,-0.002772,-68.415848,9.142125,480.161713
1584,0,0.003727,-0.004504,-0.002848,-68.415947,9.149375,480.161591
1585,0,0.003560,-0.004417,-0.002728,-68.421440,9.152659,480.170105
1586,0,0.003678,-0.004474,-0.002823,-68.416382,9.152496,480.178375
1587,0,0.003774,-0.004524,-0.002621,-68.415810,9.154524,480.162872
1588,0,0.003741,-0.004606,-0.002977,-68.421768,9.155581,480.158630
1589,0,0.003779,-0.004486,-0.002784,-68.422501,9.154433,480.140961
1590,0,0.003734,-0.004542,-0.002849,-68.421379,9.155470,480.133820
1591,0,0.003619,-0.004419,-0.002713,-68.420952,9.145886,480.155823
1592,0,0.003534,-0.004458,-0.002776,-68.417946,9.147114,480.166809
1593,0,0.003699,-0.004521,-0.002942,-68.419807,9.149750,480.155090
1594,0,0.003804,-0.004495,-0.003004,-68.420418,9.150090,480.149017
1595,0,0.003713,-0.004516,-0.002756,-68.415161,9.150390,480.156006
1596,0,0.003712,-0.004489,-0.002620,-68.422981,9.149252,480.170959
1597,0,0.003688,-0.004436,-0.002689,-68.420464,9.155168,480.174561
1598,0,0.003605,-0.004449,-0.002701,-68.425728,9.148248,480.163300
1599,0,0.003741,-0.004529,-0.003006,-68.423637,9.141060,480.147766
1600,0,0.003611,-0.004519,-0.002769,-68.424820,9.148001,480.148712
1601,0,0.003546,-0.004485,-0.002666,-68.424980,9.159586,480.164948
1602,0,0.003655,-0.004460,-0.002875,-68.417542,9.154328,480.169312
1603,0,0.003528,-0.004481,-0.002721,-68.409180,9.139562,480.169586
1604,0,0.003805,-0.004566,-0.002844,-68.408623,9.150923,480.166840
1605,0,0.003661,-0.004518,-0.002880,-68.412598,9.154523,480.170990
1606,0,0.003556,-0.004467,-0.002544,-68.416252,9.152947,480.167084
1607,0,0.003691,-0.004567,-0.002599,-68.411743,9.159008,480.161652
1608,0,0.003601,-0.004530,-0.002664,-68.422424,9.162982,480.167419
1609,0,0.003721,-0.004544,-0.002877,-68.425232,9.152411,480.166229
1610,0,0.003765,-0.004429,-0.002779,-68.422081,9.164613,480.156830
1611,0,0.003844,-0.004508,-0.002677,-68.414230,9.159988,480.158905
1612,0,0.003724,-0.004401,-0.002737,-68.416451,9.155954,480.163940
1613,0,0.003624,-0.004463,-0.003096,-68.417290,9.146531,480.166504
1614,0,0.003651,-0.004633,-0.002988,-68.424339,9.148544,480.165710
1615,0,0.003726,-0.004550,-0.002780,-68.423286,9.148726,480.166473
1616,0,0.003763,-0.004546,-0.003020,-68.422714,9.151575,480.175171
1617,0,0.003675,-0.004394,-0.002751,-68.411125,9.152148,480.174469
1618,0,0.003656,-0.004479,-0.002912,-68.414604,9.148740,480.163483
1619,0,0.003618,-0.004491,-0.002849,-68.423019,9.147802,480.152618
1620,0,0.003684,-0.004585,-0.002814,-68.428848,9.149861,480.170563
1621,0,0.003708,-0.004641,-0.002909,-68.438126,9.143360,480.186768
1622,0,0.003800,-0.004504,-0.002834,-68.429787,9.138124,480.179474
1623,0,0.003803,-0.004482,-0.002819,-68.429436,9.132707,480.168274
1624,0,0.003627,-0.004489,-0.002884,-68.425598,9.145670,480.154297
1625,0,0.003618,-0.004382,-0.002868,-68.438927,9.168826,480.158691
1626,0,0.003650,-0.004519,-0.002595,-68.430191,9.157930,480.164185
1627,0,0.003660,-0.004475,-0.002634,-68.421745,9.150316,480.167664
1628,0,0.003660,-0.004526,-0.002775,-68.420044,9.153919,480.168488
1629,0,0.003609,-0.004487,-0.002655,-68.420715,9.149729,480.175110
1630,0,0.003567,-0.004497,-0.002878,-68.430481,9.148502,480.166046
1631,0,0.003658,-0.004612,-0.002779,-68.429161,9.140980,480.167297
1632,0,0.003563,-0.004628,-0.002936,-68.422409,9.140131,480.165558
1633,0,0.003656,-0.004517,-0.002918,-68.423126,9.145576,480.174561
1634,0,0.003692,-0.004472,-0.002838,-68.419937,9.157771,480.156433
1635,0,0.003651,-0.004481,-0.002619,-68.415657,9.161488,480.153198
1636,0,0.003390,-0.004412,-0.002642,-68.415054,9.163180,480.155365
1637,0,0.003616,-0.004461,-0.002791,-68.411339,9.156020,480.155914
1638,0,0.003707,-0.004459,-0.002947,-68.414627,9.152950,480.156189
1639,0,0.003605,-0.004488,-0.002790,-68.419426,9.153750,480.155670
1640,0,0.003604,-0.004400,-0.002755,-68.420372,9.150479,480.157104
1641,0,0.003552,-0.004537,-0.002928,-68.412331,9.153542,480.164886
1642,0,0.003570,-0.004578,-0.003013,-68.404037,9.139420,480.157928
1643,0,0.003636,-0.004568,-0.003106,-68.407150,9.142206,480.164795
1644,0,0.003546,-0.004590,-0.002770,-68.416824,9.158339,480.151642
1645,0,0.003557,-0.004542,-0.002934,-68.416924,9.155776,480.167358
1646,0,0.003643,-0.004519,-0.002999,-68.411804,9.144525,480.175201
1647,0,0.003660,-0.004498,-0.002998,-68.418221,9.131597,480.165405
1648,0,0.003700,-0.004529,-0.002891,-68.422913,9.155346,480.163025
1649,0,0.003454,-0.004448,-0.002705,-68.421440,9.161273,480.156250
1650,0,0.003581,-0.004431,-0.002835,-68.425644,9.147630,480.157867
1651,0,0.003854,-0.004478,-0.002846,-68.409172,9.144307,480.167755
1652,0,0.003790,-0.004571,-0.002967,-68.417236,9.144063,480.165558
1653,0,0.003524,-0.004510,-0.002754,-68.418472,9.137092,480.174927
1654,0,0.003633,-0.004570,-0.002898,-68.420044,9.158950,480.165070
1655,0,0.003754,-0.004527,-0.002836,-68.421021,9.162485,480.161774
1656,0,0.003620,-0.004445,-0.002733,-68.424377,9.155961,480.167877
1657,0,0.003683,-0.004522,-0.002798,-68.425926,9.157172,480.164917
1658,0,0.003686,-0.004496,-0.002990,-68.424461,9.158139,480.159943
1659,0,0.003674,-0.004497,-0.002855,-68.423271,9.162973,480.164825
1660,0,0.003637,-0.004533,-0.002882,-68.412491,9.154862,480.159027
1661,0,0.003657,-0.004474,-0.002838,-68.411896,9.144163,480.163849
1662,0,0.003819,-0.004507,-0.003016,-68.409615,9.155483,480.155304
1663,0,0.003755,-0.004511,-0.002780,-68.411575,9.161917,480.161896
1664,0,0.003617,-0.004590,-0.002890,-68.417374,9.169406,480.161560
1665,0,0.003779,-0.004450,-0.003043,-68.417519,9.162048,480.155151
1666,0,0.003601,-0.004489,-0.002951,-68.411812,9.151621,480.156555
1667,0,0.003711,-0.004428,-0.002794,-68.415459,9.150101,480.166656
1668,0,0.003767,-0.004686,-0.003021,-68.412338,9.164156,480.168915
1669,0,0.003563,-0.004569,-0.002848,-68.418549,9.160226,480.167145
1670,0,0.003582,-0.004460,-0.003013,-68.420158,9.148974,480.165070
1671,0,0.003759,-0.004557,-0.002834,-68.400925,9.145512,480.161804
1672,0,0.003723,-0.004532,-0.002952,-68.410095,9.150340,480.163788
1673,0,0.003610,-0.004549,-0.002995,-68.418663,9.160783,480.161560
1674,0,0.003608,-0.004622,-0.003005,-68.417007,9.148648,480.159119
1675,0,0.003576,-0.004579,-0.002890,-68.412239,9.146148,480.165039
1676,0,0.003696,-0.004555,-0.002962,-68.409241,9.153106,480.171600
1677,0,0.003614,-0.004492,-0.003019,-68.417801,9.151716,480.162354
1678,0,0.003597,-0.004597,-0.002713,-68.409706,9.148370,480.142883
1679,0,0.003738,-0.004600,-0.002976,-68.416718,9.147307,480.139557
1680,0,0.003611,-0.004564,-0.002951,-68.414871,9.141789,480.164581
1681,0,0.003622,-0.004532,-0.003009,-68.416328,9.133589,480.170990
1682,0,0.003742,-0.004540,-0.003049,-68.406670,9.139426,480.171967
1683,0,0.003685,-0.004436,-0.002926,-68.414467,9.145009,480.148499
1684,0,0.003676,-0.004563,-0.002914,-68.417656,9.153969,480.147064
1685,0,0.003725,-0.004471,-0.002907,-68.421410,9.165138,480.147278
1686,0,0.003769,-0.004592,-0.003006,-68.423950,9.159559,480.155487
1687,0,0.003666,-0.004540,-0.003038,-68.417839,9.148618,480.162079
1688,0,0.003657,-0.004546,-0.002950,-68.426010,9.147711,480.159943
1689,0,0.003724,-0.004537,-0.003102,-68.424263,9.155394,480.142975
1690,0,0.003522,-0.004388,-0.002848,-68.422592,9.146682,480.144653
1691,0,0.003580,-0.004492,-0.002802,-68.414825,9.142440,480.163452
1692,0,0.003641,-0.004476,-0.002972,-68.413246,9.138462,480.180359
1693,0,0.003628,-0.004389,-0.002761,-68.417381,9.134346,480.173798
1694,0,0.003709,-0.004608,-0.003077,-68.416100,9.135058,480.152496
1695,0,0.003731,-0.004532,-0.003004,-68.424042,9.148768,480.142181
1696,0,0.003802,-0.004573,-0.002994,-68.424225,9.148426,480.163177
1697,0,0.003527,-0.004515,-0.003176,-68.420876,9.138640,480.179749
1698,0,0.003660,-0.004400,-0.003005,-68.418022,9.137723,480.165924
1699,0,0.003665,-0.004494,-0.003134,-68.423347,9.142936,480.149963
1700,0,0.003604,-0.004609,-0.002947,-68.412903,9.154160,480.152405
1701,0,0.003523,-0.004474,-0.002847,-68.415108,9.147559,480.161804
1702,0,0.003765,-0.004527,-0.002787,-68.404671,9.138202,480.172729
1703,0,0.003780,-0.004453,-0.002915,-68.413071,9.135857,480.157166
1704,0,0.003603,-0.004404,-0.002796,-68.413170,9.144937,480.158356
1705,0,0.003707,-0.004506,-0.002819,-68.422104,9.152291,480.167328
1706,0,0.003714,-0.004598,-0.003015,-68.427811,9.164225,480.174500
1707,0,0.003696,-0.004518,-0.002861,-68.422173,9.146751,480.173767
1708,0,0.003579,-0.004519,-0.002938,-68.428703,9.134511,480.155518
1709,0,0.003519,-0.004616,-0.002885,-68.420074,9.147586,480.133362
1710,0,0.003688,-0.004496,-0.002804,-68.417488,9.168689,480.145935
1711,0,0.003722,-0.004367,-0.002900,-68.411911,9.145102,480.164978
1712,0,0.003602,-0.004394,-0.002655,-68.398476,9.125353,480.178864
1713,0,0.003821,-0.004365,-0.002758,-68.402161,9.133961,480.164948
1714,0,0.003572,-0.004493,-0.002754,-68.414070,9.150144,480.161835
1715,0,0.003524,-0.004495,-0.002614,-68.426636,9.170187,480.154541
1716,0,0.003576,-0.004592,-0.002933,-68.420219,9.177294,480.153961
1717,0,0.003620,-0.004545,-0.002798,-68.418343,9.157319,480.148438
1718,0,0.003670,-0.004469,-0.002951,-68.411179,9.142923,480.130493
1719,0,0.003603,-0.004500,-0.002762,-68.411789,9.145763,480.129059
1720,0,0.003506,-0.004452,-0.002791,-68.414680,9.168172,480.137848
1721,0,0.003514,-0.004406,-0.002899,-68.412842,9.156927,480.160614
1722,0,0.003488,-0.004440,-0.002754,-68.416183,9.151207,480.172333
1723,0,0.003681,-0.004474,-0.002761,-68.416183,9.150600,480.170227
1724,0,0.003684,-0.004469,-0.002820,-68.423843,9.158729,480.155701
1725,0,0.003683,-0.004451,-0.002930,-68.430908,9.162425,480.152771
1726,0,0.003789,-0.004530,-0.002974,-68.423241,9.149092,480.159302
1727,0,0.003656,-0.004662,-0.003056,-68.418747,9.134684,480.163757
1728,0,0.003678,-0.004592,-0.003101,-68.424698,9.127511,480.165619
1729,0,0.003678,-0.004482,-0.002986,-68.423531,9.138868,480.143524
1730,0,0.003673,-0.004477,-0.002872,-68.423828,9.156667,480.135651
1731,0,0.003692,-0.004445,-0.003009,-68.416199,9.156281,480.145996
1732,0,0.003618,-0.004505,-0.002774,-68.413925,9.140553,480.175079
1733,0,0.003596,-0.004619,-0.002741,-68.418266,9.132153,480.174164
1734,0,0.003661,-0.004583,-0.002946,-68.421227,9.149095,480.159760
1735,0,0.003740,-0.004595,-0.002931,-68.429489,9.147030,480.157074
1736,0,0.003676,-0.004551,-0.002958,-68.430206,9.145052,480.161041
1737,0,0.003565,-0.004417,-0.002728,-68.423874,9.137820,480.158875
1738,0,0.003505,-0.004511,-0.002682,-68.417274,9.143352,480.162903
1739,0,0.003545,-0.004495,-0.002785,-68.424995,9.146100,480.155548
1740,0,0.003591,-0.004431,-0.002754,-68.426224,9.162072,480.151581
1741,0,0.003656,-0.004526,-0.002757,-68.415352,9.158592,480.150604
1742,0,0.003757,-0.004385,-0.002870,-68.408707,9.142456,480.159271
1743,0,0.003726,-0.004554,-0.002857,-68.415451,9.145683,480.163452
1744,0,0.003508,-0.004456,-0.002790,-68.424438,9.157205,480.160400
1745,0,0.003464,-0.004436,-0.002680,-68.429550,9.155335,480.165619
1746,0,0.003530,-0.004523,-0.002917,-68.424706,9.149146,480.159058
1747,0,0.003845,-0.004594,-0.003029,-68.423851,9.154404,480.152954
1748,0,0.003720,-0.004499,-0.002869,-68.420250,9.171062,480.162354
1749,0,0.003663,-0.004442,-0.002703,-68.416473,9.165419,480.153442
1750,0,0.003596,-0.004323,-0.002613,-68.409805,9.154534,480.154877
1751,0,0.003695,-0.004447,-0.002964,-68.413055,9.141226,480.159637
1752,0,0.003680,-0.004524,-0.003249,-68.413994,9.140281,480.171967
1753,0,0.003593,-0.004583,-0.002946,-68.416634,9.147352,480.159180
1754,0,0.003621,-0.004473,-0.002971,-68.429688,9.163557,480.157593
1755,0,0.003528,-0.004468,-0.002861,-68.424431,9.161688,480.157471
1756,0,0.003677,-0.004557,-0.002990,-68.416832,9.157399,480.164978
1757,0,0.003707,-0.004513,-0.003094,-68.418549,9.162191,480.162109
1758,0,0.003696,-0.004493,-0.002812,-68.412231,9.167140,480.152191
1759,0,0.003659,-0.004382,-0.002859,-68.421547,9.153463,480.162018
1760,0,0.003557,-0.004502,-0.002852,-68.408600,9.141496,480.166290
1761,0,0.003593,-0.004431,-0.002860,-68.414635,9.150004,480.162048
1762,0,0.003509,-0.004483,-0.002899,-68.416153,9.153807,480.159729
1763,0,0.003569,-0.004524,-0.002672,-68.416275,9.167892,480.160889
1764,0,0.003761,-0.004475,-0.002845,-68.417076,9.173888,480.163666
1765,0,0.003664,-0.004465,-0.002842,-68.412064,9.167265,480.152557
1766,0,0.003680,-0.004456,-0.002891,-68.407967,9.151917,480.140839
1767,0,0.003629,-0.004344,-0.002746,-68.407898,9.155603,480.141083
1768,0,0.003602,-0.004323,-0.002675,-68.411858,9.156862,480.150757
1769,0,0.003520,-0.004303,-0.002551,-68.415703,9.153557,480.163910
1770,0,0.003665,-0.004400,-0.002872,-68.411842,9.160990,480.160614
1771,0,0.003692,-0.004641,-0.002820,-68.408760,9.170123,480.147675
1772,0,0.003634,-0.004644,-0.003076,-68.411591,9.172816,480.158051
1773,0,0.003668,-0.004569,-0.002887,-68.418655,9.164268,480.168488
1774,0,0.003790,-0.004564,-0.002929,-68.417099,9.153442,480.175537
1775,0,0.003674,-0.004463,-0.002993,-68.414963,9.137820,480.172821
1776,0,0.003444,-0.004432,-0.003003,-68.408493,9.138966,480.172668
1777,0,0.003638,-0.004440,-0.002811,-68.406036,9.152632,480.163635
1778,0,0.003610,-0.004497,-0.002844,-68.411827,9.168509,480.159027
1779,0,0.003611,-0.004376,-0.002784,-68.414398,9.168779,480.164886
1780,0,0.003611,-0.004478,-0.002938,-68.414574,9.163018,480.155823
1781,0,0.003530,-0.004575,-0.002976,-68.413979,9.161146,480.142883
1782,0,0.003734,-0.004515,-0.002949,-68.426208,9.154695,480.145416
1783,0,0.003512,-0.004572,-0.002840,-68.420250,9.141970,480.155304
1784,0,0.003588,-0.004555,-0.002885,-68.425018,9.150208,480.159576
1785,0,0.003640,-0.004473,-0.002746,-68.415634,9.154647,480.161652
1786,0,0.003495,-0.004316,-0.002808,-68.420158,9.153052,480.169006
1787,0,0.003654,-0.004379,-0.002597,-68.414093,9.170272,480.168030
1788,0,0.003762,-0.004440,-0.002913,-68.419289,9.178115,480.158936
1789,0,0.003818,-0.004352,-0.003143,-68.413399,9.165653,480.153381
1790,0,0.003706,-0.004431,-0.003052,-68.410500,9.135731,480.163055
1791,0,0.003626,-0.004578,-0.002918,-68.425171,9.147749,480.166992
1792,0,0.003598,-0.004594,-0.002957,-68.434326,9.148738,480.161163
1793,0,0.003562,-0.004543,-0.002950,-68.428429,9.150637,480.145020
1794,0,0.003547,-0.004449,-0.002841,-68.414764,9.154824,480.130951
1795,0,0.003584,-0.004363,-0.002768,-68.414757,9.150837,480.152435
1796,0,0.003607,-0.004259,-0.002634,-68.413368,9.163367,480.183838
1797,0,0.003575,-0.004424,-0.002765,-68.416969,9.148832,480.197479
1798,0,0.003662,-0.004418,-0.002931,-68.426445,9.136396,480.194702
1799,0,0.003615,-0.004564,-0.002936,-68.435104,9.134887,480.192780
1800,0,0.003579,-0.004512,-0.002997,-68.434235,9.138210,480.196838
1801,0,0.003655,-0.004593,-0.002836,-68.430672,9.148907,480.186768
1802,0,0.003669,-0.004564,-0.003113,-68.429420,9.151650,480.168365
1803,0,0.003473,-0.004445,-0.002926,-68.423828,9.140259,480.162140
1804,0,0.003583,-0.004406,-0.002891,-68.414871,9.136533,480.162109
1805,0,0.003477,-0.004468,-0.002901,-68.409103,9.139641,480.163116
1806,0,0.003549,-0.004361,-0.002811,-68.423805,9.143360,480.163940
1807,0,0.003574,-0.004454,-0.002998,-68.430489,9.142629,480.178131
1808,0,0.003734,-0.004605,-0.002908,-68.432304,9.140343,480.188568
1809,0,0.003612,-0.004532,-0.003095,-68.430099,9.127015,480.181488
1810,0,0.003593,-0.004496,-0.003034,-68.430893,9.133175,480.179230
1811,0,0.003517,-0.004298,-0.002775,-68.436447,9.129141,480.173096
1812,0,0.003544,-0.004456,-0.002909,-68.428902,9.133695,480.164886
1813,0,0.003564,-0.004444,-0.003057,-68.432426,9.110066,480.154968
1814,0,0.003537,-0.004440,-0.003072,-68.438354,9.106762,480.169312
1815,0,0.003498,-0.004484,-0.003118,-68.445992,9.135302,480.185638
1816,0,0.003567,-0.004535,-0.002791,-68.438606,9.144156,480.189972
1817,0,0.003465,-0.004545,-0.002934,-68.435921,9.138141,480.178162
1818,0,0.003596,-0.004507,-0.002936,-68.434158,9.132913,480.169769
1819,0,0.003714,-0.004576,-0.002981,-68.433311,9.125413,480.178955
1820,0,0.003666,-0.004443,-0.002889,-68.438835,9.125936,480.190918
1821,0,0.003663,-0.004493,-0.003023,-68.427658,9.138078,480.182404
1822,0,0.003688,-0.004497,-0.002875,-68.424522,9.137646,480.154053
1823,0,0.003533,-0.004388,-0.002744,-68.429955,9.141362,480.145630
1824,0,0.003531,-0.004534,-0.002901,-68.424995,9.152016,480.161560
1825,0,0.003600,-0.004444,-0.003019,-68.429169,9.157615,480.175568
1826,0,0.003637,-0.004577,-0.003048,-68.424835,9.153713,480.175171
1827,0,0.003555,-0.004623,-0.003058,-68.431442,9.146541,480.168671
1828,0,0.003636,-0.004591,-0.003019,-68.431793,9.154609,480.170563
1829,0,0.003707,-0.004529,-0.003058,-68.433235,9.151984,480.156036
1830,0,0.003692,-0.004486,-0.002740,-68.425629,9.146180,480.163116
1831,0,0.003656,-0.004481,-0.002694,-68.416687,9.140078,480.161377
1832,0,0.003668,-0.004391,-0.002612,-68.426201,9.144407,480.156952
